30	1
445	23
117	20
166	33
57	27
286	45
422	45
197	27
352	19
473	43
474	23
466	21
455	34
161	34
129	49
288	43
460	52
19	46
220	49
460	4
115	22
482	27
143	43
109	45
163	24
406	54
392	33
93	45
134	20
45	43
104	42
218	13
172	27
279	6
181	50
343	60
492	27
162	38
33	2
120	45
368	23
264	2
294	60
394	49
298	27
355	44
104	20
364	60
153	11
245	27
402	6
200	50
493	45
262	43
43	23
201	45
102	20
300	4
158	17
119	27
235	44
240	20
260	20
471	43
345	4
386	10
99	2
340	12
458	43
90	46
79	27
145	12
426	12
2	42
440	20
122	45
297	20
505	0
247	18
118	39
73	10
423	46
90	45
191	2
104	36
202	50
32	47
416	33
377	26
425	4
387	43
469	2
257	20
104	31
357	27
217	36
360	4
338	36
317	49
345	23
3	35
254	12
126	2
334	50
223	6
327	49
26	46
21	23
117	6
103	20
234	27
14	36
503	4
36	20
427	11
115	45
103	10
509	12
145	17
197	49
66	27
318	4
507	34
149	2
468	6
178	60
376	12
435	58
68	60
447	43
1	12
110	50
221	27
395	35
302	23
40	16
20	20
312	20
513	6
420	23
28	27
398	43
155	6
117	50
33	50
434	20
251	0
319	45
373	35
194	46
380	48
159	20
242	12
256	27
374	23
252	24
413	43
502	59
499	2
208	4
103	27
80	4
84	2
414	43
108	23
132	27
367	43
284	27
2	20
379	2
114	20
27	39
328	6
389	35
187	15
166	12
480	43
145	35
55	4
86	44
269	2
144	46
382	27
195	20
267	20
448	12
246	20
124	20
281	20
248	20
127	52
45	20
297	27
292	21
2	43
325	4
94	27
456	12
109	27
443	15
177	23
37	12
63	27
424	27
237	11
107	4
306	60
141	27
147	27
260	27
215	50
27	43
472	27
180	27
331	18
116	43
112	27
75	20
461	44
504	2
145	44
266	48
2	60
167	45
483	34
95	43
397	4
51	27
333	20
112	36
196	50
438	58
236	2
322	27
297	35
373	20
450	20
89	6
152	2
140	20
301	45
33	49
271	45
289	59
29	21
150	20
227	36
500	2
148	20
446	50
373	43
372	35
403	20
67	27
145	36
85	4
164	43
77	43
207	29
277	5
230	12
283	45
477	20
390	27
341	36
216	44
491	47
205	48
284	43
143	2
396	38
393	6
285	45
339	18
88	4
71	27
145	43
363	12
64	35
437	56
479	39
485	33
245	36
310	27
190	36
10	53
465	23
362	53
512	27
433	2
295	20
222	50
213	49
231	50
104	44
33	23
495	27
127	20
245	43
7	36
184	23
11	0
169	27
365	0
470	23
204	60
313	43
108	60
449	27
45	2
466	43
405	23
444	4
104	50
463	4
501	50
6	2
68	43
391	23
45	61
274	11
170	20
442	20
432	50
276	20
125	23
293	36
16	23
166	44
272	27
7	16
476	9
197	2
259	18
96	43
7	27
375	49
112	23
183	43
44	27
104	23
15	8
309	34
2	2
131	0
452	2
203	20
81	12
64	50
119	2
297	21
17	27
351	23
400	20
436	33
190	18
48	20
10	36
336	4
241	27
287	20
50	20
41	21
76	49
290	20
199	45
27	49
239	45
481	23
409	27
59	23
417	33
137	46
510	27
354	43
225	2
113	27
421	23
411	2
273	50
206	27
192	2
371	36
320	20
475	12
401	48
139	53
42	44
296	12
33	46
315	6
100	46
496	14
323	12
292	23
104	47
117	51
41	23
44	18
38	37
347	46
429	20
70	12
186	45
106	12
74	44
467	23
130	43
101	50
189	27
497	4
211	49
44	35
345	6
80	6
228	36
2	18
104	19
151	47
212	49
325	7
171	27
65	4
415	21
449	6
365	45
104	4
72	4
53	27
304	12
428	45
232	43
47	17
478	23
244	20
268	6
52	35
33	45
407	23
80	47
179	23
145	20
356	20
366	58
243	6
348	34
311	43
324	23
198	45
418	36
349	4
23	35
214	12
488	45
25	23
66	34
98	48
33	6
408	23
321	28
33	60
175	42
2	45
384	4
82	2
345	12
337	20
22	20
255	17
441	6
439	45
307	15
61	52
56	18
58	2
39	47
489	55
280	60
326	4
360	43
157	4
210	50
238	23
138	60
224	29
188	37
511	6
123	58
419	27
282	20
223	50
291	45
358	42
332	47
308	2
358	27
342	4
197	20
49	44
399	12
117	53
45	27
430	27
166	0
487	20
193	2
173	6
431	32
459	12
168	27
18	20
174	35
412	33
133	10
2	33
454	13
109	46
144	35
