30	1
445	23
117	20
166	33
57	27
286	45
422	45
197	27
352	19
473	43
474	23
466	21
455	34
161	34
129	49
288	43
460	52
19	46
220	49
460	4
115	22
482	27
143	43
109	45
163	24
406	54
392	33
93	45
134	20
45	43
104	42
218	13
172	27
279	6
181	50
343	60
492	27
162	38
33	2
120	45
368	23
264	2
294	60
394	49
298	27
355	44
104	20
364	60
153	11
245	27
402	6
200	50
493	45
262	43
43	23
201	45
102	20
300	4
158	17
119	27
235	44
240	20
260	20
471	43
345	4
386	10
99	2
340	12
458	43
90	46
79	27
145	12
426	12
2	42
440	20
122	45
297	20
505	0
247	18
118	39
73	10
423	46
90	45
191	2
104	36
202	50
32	47
416	33
377	26
425	4
387	43
469	2
257	20
104	31
357	27
217	36
360	4
338	36
317	49
345	23
3	35
254	12
126	2
334	50
223	6
327	49
26	46
21	23
117	6
103	20
234	27
14	36
503	4
36	20
427	11
115	45
103	10
509	12
145	17
197	49
66	27
318	4
507	34
149	2
468	6
178	60
376	12
435	58
68	60
207	29
277	5
230	12
283	45
477	20
390	27
341	36
216	44
491	47
205	48
284	43
143	2
396	38
393	6
285	45
339	18
88	4
71	27
145	43
363	12
64	35
437	56
479	39
485	33
245	36
310	27
190	36
10	53
465	23
362	53
512	27
433	2
295	20
222	50
213	49
231	50
104	44
33	23
495	27
127	20
245	43
7	36
184	23
11	0
169	27
365	0
470	23
204	60
313	43
108	60
449	27
45	2
466	43
405	23
444	4
104	50
463	4
501	50
6	2
68	43
391	23
45	61
274	11
170	20
442	20
432	50
276	20
125	23
293	36
16	23
166	44
272	27
7	16
476	9
197	2
259	18
96	43
7	27
375	49
112	23
183	43
44	27
104	23
15	8
309	34
2	2
131	0
452	2
203	20
81	12
64	50
119	2
297	21
17	27
351	23
400	20
436	33
190	18
48	20
10	36
336	4
241	27
287	20
50	20
41	21
76	49
290	20
199	45
27	49
239	45
481	23
409	27
59	23
417	33
137	46
510	27
354	43
225	2
113	27
421	23
411	2
273	50
206	27
192	2
371	36
320	20
475	12
401	48
139	53
42	44
296	12
33	46
315	6
100	46
496	14
323	12
292	23
104	47
117	51
41	23
44	18
38	37
347	46
429	20
70	12
186	45
106	12
74	44
467	23
130	43
101	50
189	27
497	4
211	49
44	35
345	6
80	6
228	36
2	18
104	19
151	47
212	49
325	7
171	27
65	4
415	21
449	6
365	45
104	4
72	4
53	27
304	12
428	45
232	43
47	17
478	23
244	20
268	6
52	35
33	45
407	23
80	47
179	23
145	20
356	20
366	58
243	6
348	34
311	43
324	23
198	45
418	36
349	4
23	35
214	12
488	45
25	23
66	34
98	48
33	6
408	23
321	28
33	60
175	42
2	45
384	4
82	2
345	12
337	20
22	20
255	17
441	6
439	45
307	15
61	52
56	18
58	2
39	47
489	55
280	60
326	4
360	43
157	4
210	50
238	23
138	60
224	29
188	37
511	6
123	58
419	27
282	20
223	50
291	45
358	42
332	47
308	2
358	27
342	4
197	20
49	44
399	12
117	53
45	27
430	27
166	0
487	20
193	2
173	6
431	32
459	12
168	27
18	20
174	35
412	33
133	10
2	33
454	13
335	35
266	47
369	40
457	2
265	4
0	2
47	43
381	43
135	2
414	45
316	46
86	2
245	12
17	11
145	45
62	30
453	27
460	43
507	46
219	29
121	4
7	4
350	20
68	6
250	20
193	43
464	23
85	11
33	36
303	44
263	35
313	35
117	2
353	28
29	2
69	50
497	12
229	29
299	44
275	2
329	11
233	4
253	6
498	12
305	35
117	21
9	47
87	27
370	43
508	27
451	4
507	36
484	27
91	61
154	4
78	4
385	2
346	11
104	34
249	37
258	23
371	35
35	47
318	18
142	23
365	27
176	46
104	3
146	49
462	26
344	43
90	60
17	4
330	27
270	4
111	2
12	48
165	25
449	58
261	35
226	12
377	27
285	20
29	43
128	21
388	12
331	17
34	57
410	15
24	20
449	35
361	45
486	20
33	16
33	12
239	41
182	2
60	12
45	12
54	23
209	49
5	20
136	11
490	44
278	2
376	27
160	20
314	43
46	23
404	6
378	23
60	50
92	43
359	20
383	39
185	60
105	4
506	27
31	27
345	48
83	6
100	36
4	2
217	13
97	2
13	6
8	43
156	42
494	4
109	46
144	35
